-35.5285	-6.47223	194.124
-35.5285	-6.47223	221.124
-26.5285	-6.47223	221.124



-26.5285	6.52777	221.124
-35.5285	6.52777	221.124
-35.5285	6.52777	194.124



-26.5285	-6.47223	221.124
-26.5285	6.52777	221.124
-26.5285	6.52777	194.124



-35.5285	-6.47223	221.124
-35.5285	6.52777	221.124
-26.5285	6.52777	221.124



-35.5285	-6.47223	194.124
-35.5285	6.52777	194.124
-35.5285	6.52777	221.124



0.471503	-6.47223	41.1242
-26.5285	-6.47223	41.1242
-26.5285	-6.47223	50.1242



-53.5285	-6.47223	185.124
-8.5285	-6.47223	185.124
-8.5285	6.52777	185.124



-8.5285	-6.47223	50.1242
-26.5285	-6.47223	50.1242
-26.5285	6.52777	50.1242



-26.5285	6.52777	194.124
0.471503	6.52777	194.124
0.471503	-6.47223	194.124



-8.5285	-6.47223	185.124
-8.5285	-6.47223	149.124
-8.5285	6.52777	149.124



-35.5285	-6.47223	194.124
-62.5285	-6.47223	194.124
-62.5285	6.52777	194.124



-53.5285	-6.47223	149.124
-53.5285	-6.47223	185.124
-53.5285	6.52777	185.124



-53.5285	6.52777	5.12421
-53.5285	6.52777	-12.8758
-44.5285	6.52777	-12.8758



-53.5285	-6.47223	185.124
-53.5285	-6.47223	149.124
-62.5285	-6.47223	149.124



-62.5285	6.52777	185.124
-62.5285	6.52777	149.124
-53.5285	6.52777	149.124



9.4715	-6.47223	122.124
9.4715	-6.47223	149.124
9.4715	6.52777	149.124



0.471503	6.52777	149.124
9.4715	6.52777	149.124
9.4715	-6.47223	149.124



9.4715	-6.47223	149.124
9.4715	-6.47223	122.124
-17.5285	-6.47223	122.124



-17.5285	6.52777	149.124
-17.5285	6.52777	122.124
9.4715	6.52777	122.124



-71.5285	-6.47223	149.124
-71.5285	-6.47223	122.124
-71.5285	6.52777	122.124



-71.5285	-6.47223	122.124
-44.5285	-6.47223	122.124
-44.5285	6.52777	122.124



-8.5285	-6.47223	149.124
-17.5285	-6.47223	149.124
-17.5285	6.52777	149.124



-44.5285	-6.47223	149.124
-44.5285	-6.47223	122.124
-71.5285	-6.47223	122.124



-71.5285	6.52777	149.124
-71.5285	6.52777	122.124
-44.5285	6.52777	122.124



-53.5285	6.52777	149.124
-44.5285	6.52777	149.124
-44.5285	-6.47223	149.124



-62.5285	-6.47223	149.124
-71.5285	-6.47223	149.124
-71.5285	6.52777	149.124



-44.5285	-6.47223	131.124
-17.5285	-6.47223	131.124
-17.5285	6.52777	131.124



-35.5285	6.52777	167.124
-44.5285	6.52777	167.124
-44.5285	-6.47223	167.124



-17.5285	-6.47223	140.124
-17.5285	-6.47223	131.124
-44.5285	-6.47223	131.124



-44.5285	6.52777	140.124
-44.5285	6.52777	131.124
-17.5285	6.52777	131.124



-17.5285	-6.47223	140.124
-17.5285	6.52777	140.124
-17.5285	6.52777	149.124



-17.5285	6.52777	122.124
-17.5285	6.52777	131.124
-17.5285	-6.47223	131.124



-44.5285	-6.47223	131.124
-44.5285	6.52777	131.124
-44.5285	6.52777	122.124



-44.5285	6.52777	140.124
-44.5285	-6.47223	140.124
-44.5285	-6.47223	149.124



-35.5285	-6.47223	167.124
-35.5285	-6.47223	140.124
-35.5285	6.52777	140.124



-17.5285	-6.47223	167.124
-17.5285	6.52777	167.124
-26.5285	6.52777	167.124



-26.5285	-6.47223	140.124
-26.5285	-6.47223	167.124
-26.5285	6.52777	167.124



-44.5285	6.52777	140.124
-35.5285	6.52777	140.124
-35.5285	-6.47223	140.124



-26.5285	-6.47223	167.124
-26.5285	-6.47223	140.124
-35.5285	-6.47223	140.124



-35.5285	6.52777	167.124
-35.5285	6.52777	140.124
-26.5285	6.52777	140.124



-44.5285	-6.47223	176.124
-44.5285	-6.47223	167.124
-44.5285	6.52777	167.124



-26.5285	-6.47223	140.124
-26.5285	6.52777	140.124
-17.5285	6.52777	140.124



-17.5285	-6.47223	167.124
-17.5285	-6.47223	176.124
-17.5285	6.52777	176.124



-17.5285	-6.47223	176.124
-44.5285	-6.47223	176.124
-44.5285	6.52777	176.124



-17.5285	-6.47223	176.124
-17.5285	-6.47223	167.124
-44.5285	-6.47223	167.124



-44.5285	6.52777	176.124
-44.5285	6.52777	167.124
-17.5285	6.52777	167.124



-8.5285	-6.47223	122.124
-8.5285	-6.47223	104.124
-8.5285	6.52777	104.124



-17.5285	-6.47223	122.124
-8.5285	-6.47223	122.124
-8.5285	6.52777	122.124



0.471503	-6.47223	104.124
0.471503	-6.47223	122.124
0.471503	6.52777	122.124



9.4715	6.52777	122.124
0.471503	6.52777	122.124
0.471503	-6.47223	122.124



0.471503	-6.47223	122.124
0.471503	-6.47223	104.124
-8.5285	-6.47223	104.124



-8.5285	6.52777	122.124
-8.5285	6.52777	104.124
0.471503	6.52777	104.124



9.4715	6.52777	77.1242
0.471503	6.52777	77.1242
0.471503	-6.47223	77.1242



9.4715	-6.47223	77.1242
9.4715	-6.47223	104.124
9.4715	6.52777	104.124



0.471503	6.52777	104.124
9.4715	6.52777	104.124
9.4715	-6.47223	104.124



9.4715	-6.47223	104.124
9.4715	-6.47223	77.1242
-17.5285	-6.47223	77.1242



-17.5285	6.52777	104.124
-17.5285	6.52777	77.1242
9.4715	6.52777	77.1242



-8.5285	-6.47223	104.124
-17.5285	-6.47223	104.124
-17.5285	6.52777	104.124



-8.5285	-6.47223	68.1242
-8.5285	6.52777	68.1242
-8.5285	6.52777	77.1242



0.471503	-6.47223	77.1242
0.471503	6.52777	77.1242
0.471503	6.52777	68.1242



-17.5285	-6.47223	77.1242
-8.5285	-6.47223	77.1242
-8.5285	6.52777	77.1242



0.471503	-6.47223	77.1242
0.471503	-6.47223	50.1242
-8.5285	-6.47223	50.1242



-8.5285	6.52777	77.1242
-8.5285	6.52777	50.1242
0.471503	6.52777	50.1242



0.471503	-6.47223	59.1242
9.4715	-6.47223	59.1242
9.4715	6.52777	59.1242



